gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,StreamingServices,TenureGroup,ContractRisk,PaymentType,InternetType,HighValueCustomer,EngagementLevel
Male,No,Yes,No,3,No,No,DSL,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,No,Credit card (automatic),29.8,94.4,Retained,31.46666666666667,No Streaming,0-1 Year,High Risk,Auto,Medium Speed,No,Low
Female,No,No,No,7,Yes,Yes,DSL,Not Secure,No Backup,Not Protected,Support Available,Month-to-month,Yes,Electronic check,74.65,521.1,Churned,74.44285714285715,TV + Movies,0-1 Year,High Risk,Manual,Medium Speed,Yes,Medium
Female,No,No,No,13,Yes,No,DSL,Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,71.95,923.85,Retained,71.06538461538462,TV + Movies,1-2 Years,High Risk,Manual,Medium Speed,Yes,Medium
Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,141.1,Retained,20.157142857142855,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Male,No,Yes,Yes,12,Yes,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Mailed check,56.3,628.65,Retained,52.387499999999996,TV Only,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,No,Yes,Yes,53,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,One year,Yes,Electronic check,105.25,5576.3,Retained,105.21320754716982,TV + Movies,4+ Years,Medium Risk,Manual,High Speed,Yes,Medium
Female,No,No,No,12,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,94.2,1046.1,Churned,87.175,TV + Movies,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Male,No,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1245.6,Retained,19.77142857142857,No Streaming,4+ Years,Low Risk,Manual,No Internet,No,Low
Female,No,No,No,15,Yes,No,DSL,Secure,Backup Enabled,Protected,Support Available,Month-to-month,No,Mailed check,84.45,1287.85,Retained,85.85666666666665,TV + Movies,1-2 Years,High Risk,Manual,Medium Speed,Yes,Medium
Male,No,Yes,Yes,36,Yes,No,DSL,Secure,Backup Enabled,Not Protected,No Support,One year,No,Mailed check,53.65,1939.35,Retained,53.87083333333333,No Streaming,2-4 Years,Medium Risk,Manual,Medium Speed,No,Low
Male,Yes,Yes,No,4,No,No,DSL,Not Secure,No Backup,Protected,No Support,Month-to-month,Yes,Electronic check,29.9,118.25,Retained,29.5625,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,Retained,18.85625,No Streaming,1-2 Years,Low Risk,Manual,No Internet,No,Low
Female,No,No,No,61,No,No,DSL,Secure,Backup Enabled,Protected,Support Available,One year,No,Credit card (automatic),43.7,2696.55,Retained,44.205737704918036,No Streaming,4+ Years,Medium Risk,Auto,Medium Speed,No,Low
Male,No,No,No,16,Yes,Yes,DSL,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,No,Electronic check,55.3,875.35,Retained,54.709375,No Streaming,1-2 Years,High Risk,Manual,Medium Speed,No,Low
Male,No,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.85,1267.05,Retained,19.493076923076924,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Female,No,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,494.9,Retained,19.034615384615385,No Streaming,2-4 Years,Low Risk,Auto,No Internet,No,Low
Male,No,No,No,16,Yes,No,DSL,Not Secure,No Backup,Not Protected,Support Available,Month-to-month,Yes,Mailed check,49.45,799.0,Retained,49.9375,No Streaming,1-2 Years,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,No,54,Yes,Yes,Fiber optic,Secure,Backup Enabled,Not Protected,No Support,One year,No,Bank transfer (automatic),106.55,5763.3,Churned,106.72777777777777,TV + Movies,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,20.1,Churned,20.1,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Male,No,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,Retained,21.380000000000003,No Streaming,0-1 Year,Low Risk,Manual,No Internet,No,Low
Female,No,No,No,19,No,No,DSL,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Electronic check,39.7,710.05,Retained,37.37105263157895,Movies Only,1-2 Years,High Risk,Manual,Medium Speed,No,Low
Male,No,No,No,10,Yes,Yes,DSL,Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Credit card (automatic),54.5,568.2,Retained,56.82000000000001,No Streaming,0-1 Year,High Risk,Auto,Medium Speed,No,Low
Female,No,Yes,Yes,23,Yes,No,Fiber optic,Not Secure,Backup Enabled,Protected,Support Available,Month-to-month,No,Electronic check,83.8,1900.25,Churned,82.6195652173913,No Streaming,1-2 Years,High Risk,Manual,High Speed,Yes,Low
Male,No,No,No,3,Yes,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Mailed check,55.15,159.15,Churned,53.050000000000004,TV Only,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,No,No,72,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Bank transfer (automatic),111.6,8012.75,Retained,111.28819444444444,TV + Movies,4+ Years,Low Risk,Auto,High Speed,Yes,Medium
Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,86.65,856.65,Churned,85.66499999999999,Movies Only,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,Yes,10,Yes,No,DSL,Not Secure,Backup Enabled,Protected,No Support,Month-to-month,Yes,Mailed check,55.55,551.3,Retained,55.129999999999995,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,No,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,184.95,Retained,16.813636363636363,No Streaming,0-1 Year,Medium Risk,Manual,No Internet,No,Low
Female,Yes,No,No,37,Yes,Yes,Fiber optic,Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,Churned,109.64189189189189,TV + Movies,2-4 Years,High Risk,Auto,High Speed,Yes,Medium
Male,No,Yes,Yes,17,Yes,Yes,DSL,Secure,No Backup,Not Protected,Support Available,One year,Yes,Mailed check,62.1,1096.65,Retained,64.50882352941177,No Streaming,1-2 Years,Medium Risk,Manual,Medium Speed,No,Low
Female,No,Yes,Yes,36,Yes,Yes,Fiber optic,Secure,No Backup,Protected,No Support,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,Retained,102.35972222222222,TV + Movies,2-4 Years,High Risk,Auto,High Speed,Yes,Medium
Male,Yes,No,No,17,Yes,No,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,Month-to-month,Yes,Electronic check,101.8,1752.45,Retained,103.08529411764707,TV + Movies,1-2 Years,High Risk,Manual,High Speed,Yes,Medium
Female,Yes,Yes,Yes,66,Yes,Yes,Fiber optic,Secure,Backup Enabled,Not Protected,Support Available,One year,Yes,Credit card (automatic),110.6,7210.85,Retained,109.25530303030304,TV + Movies,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Male,No,Yes,Yes,61,Yes,No,DSL,Secure,Backup Enabled,Protected,Support Available,One year,No,Bank transfer (automatic),84.9,5264.5,Retained,86.30327868852459,TV + Movies,4+ Years,Medium Risk,Auto,Medium Speed,Yes,Medium
Male,No,No,No,22,Yes,No,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Mailed check,93.2,2157.3,Retained,98.05909090909091,TV + Movies,1-2 Years,High Risk,Manual,High Speed,Yes,Medium
Male,No,No,No,1,No,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,24.4,24.4,Retained,24.4,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,No,No,6,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Credit card (automatic),70.55,433.95,Retained,72.325,No Streaming,0-1 Year,High Risk,Auto,High Speed,Yes,Low
Male,No,No,No,31,Yes,No,Fiber optic,Not Secure,Backup Enabled,Not Protected,Support Available,Month-to-month,Yes,Electronic check,78.45,2435.15,Churned,78.55322580645162,No Streaming,2-4 Years,High Risk,Manual,High Speed,Yes,Low
Female,No,Yes,Yes,68,Yes,No,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Credit card (automatic),85.0,5607.75,Retained,82.46691176470588,TV + Movies,4+ Years,Low Risk,Auto,Medium Speed,Yes,Medium
Female,No,Yes,Yes,34,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,No Support,Month-to-month,No,Electronic check,87.45,2874.15,Churned,84.53382352941176,TV Only,2-4 Years,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,Yes,52,Yes,No,Fiber optic,Not Secure,Backup Enabled,Protected,Support Available,Month-to-month,No,Bank transfer (automatic),85.8,4433.3,Retained,85.25576923076923,No Streaming,4+ Years,High Risk,Auto,High Speed,Yes,Low
Female,No,No,Yes,10,Yes,No,Fiber optic,Not Secure,No Backup,Protected,Support Available,Month-to-month,Yes,Electronic check,91.1,964.35,Retained,96.435,TV Only,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Male,No,Yes,Yes,29,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,70.75,1974.8,Churned,68.09655172413792,No Streaming,2-4 Years,High Risk,Manual,High Speed,Yes,Low
Female,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1460.85,Retained,20.289583333333333,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Male,No,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,951.55,Retained,20.245744680851065,No Streaming,2-4 Years,Medium Risk,Manual,No Internet,No,Low
Male,No,Yes,Yes,24,Yes,Yes,DSL,Secure,No Backup,Not Protected,No Support,One year,No,Mailed check,74.8,1821.2,Retained,75.88333333333334,TV + Movies,1-2 Years,Medium Risk,Manual,Medium Speed,Yes,Medium
Male,No,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,1600.95,Retained,24.63,No Streaming,4+ Years,Medium Risk,Auto,No Internet,No,Low
Female,No,No,No,4,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,Support Available,Month-to-month,Yes,Mailed check,100.85,399.25,Retained,99.8125,TV + Movies,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Male,Yes,Yes,No,12,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Electronic check,101.35,1218.55,Churned,101.54583333333333,TV + Movies,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Male,No,No,No,1,Yes,Yes,Fiber optic,Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,81.7,81.7,Churned,81.7,No Streaming,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Male,No,No,No,33,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Electronic check,68.25,2171.15,Churned,65.79242424242425,No Streaming,2-4 Years,High Risk,Manual,High Speed,No,Low
Female,No,No,No,34,Yes,No,Fiber optic,Not Secure,Backup Enabled,Protected,Support Available,Month-to-month,Yes,Electronic check,105.1,3634.8,Retained,106.90588235294118,TV + Movies,2-4 Years,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,292.4,Retained,20.885714285714283,No Streaming,1-2 Years,Low Risk,Manual,No Internet,No,Low
Female,No,No,No,4,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,79.15,317.25,Churned,79.3125,Movies Only,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Male,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,218.55,Retained,16.81153846153846,No Streaming,1-2 Years,Medium Risk,Manual,No Internet,No,Low
Female,No,Yes,Yes,65,Yes,Yes,DSL,Not Secure,Backup Enabled,Not Protected,Support Available,Two year,Yes,Bank transfer (automatic),79.4,5071.9,Retained,78.02923076923076,TV + Movies,4+ Years,Low Risk,Auto,Medium Speed,Yes,Medium
Male,No,Yes,Yes,23,Yes,No,DSL,Secure,No Backup,Not Protected,Support Available,One year,No,Credit card (automatic),57.2,1423.35,Retained,61.88478260869565,No Streaming,1-2 Years,Medium Risk,Auto,Medium Speed,No,Low
Male,No,Yes,No,55,Yes,No,DSL,Secure,Backup Enabled,Protected,No Support,Two year,No,Electronic check,58.6,3068.6,Retained,55.79272727272727,No Streaming,4+ Years,Low Risk,Manual,Medium Speed,No,Low
Male,No,Yes,No,49,Yes,No,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Two year,Yes,Electronic check,94.8,4690.65,Retained,95.72755102040816,TV + Movies,4+ Years,Low Risk,Manual,High Speed,Yes,Medium
Male,No,Yes,No,60,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,One year,No,Bank transfer (automatic),102.5,6157.6,Retained,102.62666666666668,TV + Movies,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Female,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,1442.65,Retained,20.907971014492755,No Streaming,4+ Years,Medium Risk,Auto,No Internet,No,Low
Male,No,No,No,40,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,84.9,3369.05,Retained,84.22625000000001,TV Only,2-4 Years,High Risk,Manual,High Speed,Yes,Medium
Male,No,Yes,No,67,Yes,No,DSL,Secure,Backup Enabled,Not Protected,Support Available,Two year,Yes,Credit card (automatic),69.2,4671.65,Retained,69.72611940298506,Movies Only,4+ Years,Low Risk,Auto,Medium Speed,No,Low
Male,Yes,No,No,35,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,95.45,3474.05,Churned,99.25857142857143,TV + Movies,2-4 Years,High Risk,Manual,High Speed,Yes,Medium
Male,No,Yes,Yes,19,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,Support Available,One year,Yes,Electronic check,100.95,1875.55,Churned,98.71315789473684,TV + Movies,1-2 Years,Medium Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,272.35,Retained,20.950000000000003,No Streaming,1-2 Years,Low Risk,Manual,No Internet,No,Low
Female,No,No,Yes,41,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),88.5,3645.05,Retained,88.90365853658537,TV Only,2-4 Years,High Risk,Auto,High Speed,Yes,Medium
Female,No,No,No,4,No,No,DSL,Secure,No Backup,Protected,No Support,Month-to-month,No,Mailed check,35.0,135.75,Retained,33.9375,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,Yes,24,Yes,No,DSL,Secure,No Backup,Not Protected,Support Available,Month-to-month,No,Electronic check,55.15,1319.85,Retained,54.99375,No Streaming,1-2 Years,High Risk,Manual,Medium Speed,No,Low
Female,No,No,No,5,No,No,DSL,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Credit card (automatic),50.95,229.4,Retained,45.88,TV + Movies,0-1 Year,High Risk,Auto,Medium Speed,No,Low
Female,No,No,No,5,Yes,Yes,DSL,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Electronic check,64.0,370.25,Retained,74.05,Movies Only,0-1 Year,High Risk,Manual,Medium Speed,No,Medium
Female,No,Yes,Yes,1,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Mailed check,69.1,69.1,Churned,69.1,No Streaming,0-1 Year,High Risk,Manual,High Speed,No,Low
Female,No,Yes,Yes,72,Yes,Yes,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,No,Bank transfer (automatic),80.2,5714.2,Retained,79.36388888888888,TV Only,4+ Years,Low Risk,Auto,Medium Speed,Yes,Medium
Female,No,No,No,24,Yes,No,DSL,Not Secure,No Backup,Protected,No Support,Month-to-month,Yes,Credit card (automatic),49.3,1233.25,Retained,51.385416666666664,No Streaming,1-2 Years,High Risk,Auto,Medium Speed,No,Low
Female,No,Yes,No,42,Yes,Yes,DSL,Secure,No Backup,Protected,Support Available,Two year,No,Credit card (automatic),84.35,3571.6,Retained,85.03809523809524,TV + Movies,2-4 Years,Low Risk,Auto,Medium Speed,Yes,Medium
Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,83.3,Retained,20.825,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Male,No,No,No,68,Yes,Yes,Fiber optic,Secure,Backup Enabled,Protected,Support Available,One year,Yes,Credit card (automatic),117.2,8035.95,Retained,118.17573529411764,TV + Movies,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Female,No,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,579.4,Retained,17.55757575757576,No Streaming,2-4 Years,Medium Risk,Manual,No Internet,No,Low
Female,Yes,No,No,1,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,69.6,69.6,Churned,69.6,No Streaming,0-1 Year,High Risk,Manual,High Speed,No,Low
Male,No,No,No,31,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,One year,Yes,Electronic check,103.45,3066.45,Churned,98.91774193548386,TV + Movies,2-4 Years,Medium Risk,Manual,High Speed,Yes,Medium
Female,No,No,No,4,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,No,Bank transfer (automatic),77.95,305.55,Churned,76.3875,No Streaming,0-1 Year,High Risk,Auto,High Speed,Yes,Low
Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Electronic check,109.95,7634.25,Retained,110.6413043478261,TV + Movies,4+ Years,Low Risk,Manual,High Speed,Yes,Medium
Male,Yes,No,No,38,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Electronic check,94.75,3653.0,Retained,96.13157894736842,TV + Movies,2-4 Years,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,Yes,3,Yes,No,Fiber optic,Not Secure,Backup Enabled,Not Protected,Support Available,Month-to-month,Yes,Electronic check,80.0,241.3,Retained,80.43333333333334,No Streaming,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,No,Yes,Yes,48,Yes,Yes,DSL,Not Secure,Backup Enabled,Not Protected,Support Available,Two year,No,Electronic check,79.65,3870.3,Retained,80.63125000000001,TV + Movies,2-4 Years,Low Risk,Manual,Medium Speed,Yes,Medium
Female,No,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,387.9,Retained,25.86,No Streaming,1-2 Years,Low Risk,Manual,No Internet,No,Low
Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,527.5,Retained,21.1,No Streaming,2-4 Years,Medium Risk,Auto,No Internet,No,Low
Female,Yes,No,No,1,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Electronic check,78.45,78.45,Churned,78.45,TV Only,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,No,No,No,48,No,No,DSL,Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Electronic check,44.8,2104.55,Retained,43.84479166666667,TV Only,2-4 Years,High Risk,Manual,Medium Speed,No,Low
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,Retained,20.3,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,19.2,Retained,19.2,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Female,No,No,No,37,Yes,No,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,One year,No,Electronic check,80.05,3019.1,Retained,81.59729729729729,No Streaming,2-4 Years,Medium Risk,Manual,High Speed,Yes,Low
Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,Support Available,One year,Yes,Bank transfer (automatic),107.35,7051.95,Retained,106.84772727272727,TV + Movies,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Female,No,Yes,No,26,No,No,DSL,Secure,Backup Enabled,Protected,No Support,One year,No,Bank transfer (automatic),47.85,1190.5,Retained,45.78846153846154,TV Only,2-4 Years,Medium Risk,Auto,Medium Speed,No,Low
Male,No,Yes,No,63,Yes,No,DSL,Secure,Backup Enabled,Not Protected,Support Available,One year,No,Credit card (automatic),70.8,4448.8,Retained,70.61587301587302,TV Only,4+ Years,Medium Risk,Auto,Medium Speed,Yes,Low
Male,No,No,No,10,No,No,DSL,Not Secure,No Backup,Protected,No Support,Month-to-month,No,Mailed check,29.5,255.25,Churned,25.525,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,No,No,2,Yes,No,DSL,Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,70.75,146.9,Churned,73.45,TV + Movies,0-1 Year,High Risk,Manual,Medium Speed,Yes,Medium
Male,Yes,Yes,No,18,Yes,No,DSL,Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Credit card (automatic),59.1,1011.05,Retained,56.169444444444444,Movies Only,1-2 Years,High Risk,Auto,Medium Speed,No,Low
Female,No,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.55,1714.95,Retained,26.79609375,No Streaming,4+ Years,Low Risk,Manual,No Internet,No,Low
Female,Yes,No,No,9,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,84.45,762.5,Churned,84.72222222222223,Movies Only,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Female,No,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,535.35,Retained,19.119642857142857,No Streaming,2-4 Years,High Risk,Manual,No Internet,No,Low
Female,No,No,No,1,Yes,No,Fiber optic,Not Secure,No Backup,Protected,No Support,Month-to-month,No,Electronic check,75.55,75.55,Retained,75.55,No Streaming,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Male,No,No,No,4,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,85.65,338.9,Churned,84.725,Movies Only,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Male,Yes,No,No,38,Yes,No,DSL,Not Secure,Backup Enabled,Protected,Support Available,One year,Yes,Credit card (automatic),70.15,2497.35,Churned,65.71973684210526,TV Only,2-4 Years,Medium Risk,Auto,Medium Speed,No,Low
Male,No,Yes,No,66,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,One year,No,Electronic check,95.3,6273.4,Retained,95.05151515151515,Movies Only,4+ Years,Medium Risk,Manual,High Speed,Yes,Medium
Female,No,No,No,1,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,70.25,70.25,Retained,70.25,No Streaming,0-1 Year,High Risk,Manual,High Speed,No,Low
Female,No,Yes,No,18,Yes,No,DSL,Not Secure,No Backup,Not Protected,Support Available,Month-to-month,Yes,Mailed check,50.3,908.75,Retained,50.486111111111114,No Streaming,1-2 Years,High Risk,Manual,Medium Speed,No,Low
Male,Yes,No,No,51,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,No Support,Month-to-month,Yes,Electronic check,97.8,4913.3,Churned,96.33921568627451,TV + Movies,4+ Years,High Risk,Manual,High Speed,Yes,Medium
Male,No,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1397.475,Retained,0.0,No Streaming,0-1 Year,Low Risk,Manual,No Internet,No,Low
Male,No,No,No,1,Yes,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Mailed check,46.3,46.3,Churned,46.3,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,No,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,212.3,Retained,17.691666666666666,No Streaming,0-1 Year,Low Risk,Auto,No Internet,No,Low
Female,No,No,No,41,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,Month-to-month,Yes,Electronic check,106.3,4443.45,Churned,108.37682926829268,TV + Movies,2-4 Years,High Risk,Manual,High Speed,Yes,Medium
Male,No,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.0,316.2,Retained,26.349999999999998,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Female,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.3,1079.05,Retained,19.619090909090907,No Streaming,4+ Years,Low Risk,Manual,No Internet,No,Low
Female,No,No,No,7,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,75.35,564.65,Retained,80.66428571428571,No Streaming,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,No,No,No,12,Yes,No,Fiber optic,Not Secure,No Backup,Protected,Support Available,Month-to-month,Yes,Electronic check,89.4,1095.65,Churned,91.30416666666667,Movies Only,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,No,Yes,Yes,68,Yes,Yes,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,No,Credit card (automatic),88.0,6161.9,Retained,90.61617647058823,TV + Movies,4+ Years,Low Risk,Auto,Medium Speed,Yes,Medium
Female,Yes,No,No,5,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Credit card (automatic),83.15,446.05,Churned,89.21000000000001,TV Only,0-1 Year,High Risk,Auto,High Speed,Yes,Medium
Female,Yes,No,No,49,Yes,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Mailed check,43.8,2106.05,Retained,42.98061224489796,No Streaming,4+ Years,High Risk,Manual,Medium Speed,No,Low
